POINTID,GRID_CODE,seg_ID,seg_num,acres
"3327","3470",metw_3470,"13470",14355.14234660000
"3331","3475",metw_3475,"13475",43545.79990150000
"3332","3491",metw_3491,"13491",2453.90470120000
"3337","3483",metw_3483,"13483",2844.20765123000
"3340","3489",metw_3489,"13489",683840.79175199999
"3345","3482",metw_3482,"13482",42036.62849470000
"3348","3496",metw_3496,"13496",4979.86533163000
"3349","3497",metw_3497,"13497",46029.72790660000
"3351","3502",metw_3502,"13502",2818.18745456000
"3355","3500",metw_3500,"13500",684227.09159500001
"3357","3504",metw_3504,"13504",45088.99771930000
"3360","3510",metw_3510,"13510",14587.32256310000
"3369","3517",metw_3517,"13517",51111.67247130000
"3372","3519",metw_3519,"13519",45781.53526140000
"3373","3521",metw_3521,"13521",684575.36191900005
"3393","3531",metw_3531,"13531",15155.76378260000
"3394","3540",metw_3540,"13540",51810.21467410000
"3402","3550",metw_3550,"13550",46177.84287220000
"3407","3555",metw_3555,"13555",51944.31876470000
"3411","3561",metw_3561,"13561",4219.27496748000
"3416","3566",metw_3566,"13566",686795.08485099999
"3418","3568",metw_3568,"13568",47142.59170250000
"3420","3570",metw_3570,"13570",134158.13246900000
"3426","3586",metw_3586,"13586",132684.98902700000
"3429","3574",metw_3574,"13574",47386.78124050000
"3431","3581",metw_3581,"13581",15640.13975140000
"3432","3576",metw_3576,"13576",135321.03510499999
"3433","3577",metw_3577,"13577",138405.42918700000
"3434","3579",metw_3579,"13579",47618.96145690000
"3435","3595",metw_3595,"13595",116358.31639399999
"3436","3676",metw_3676,"13676",2926.27134841000
"3439","3584",metw_3584,"13584",132088.52605700001
"3440","3585",metw_3585,"13585",132416.78084600001
"3441","3596",metw_3596,"13596",139240.07703399999
"3442","3597",metw_3597,"13597",2477.92334428000
"3443","3587",metw_3587,"13587",687057.28837099997
"3444","3598",metw_3598,"13598",2898.24959815000
"3446","3592",metw_3592,"13592",47963.22867440000
"3451","3603",metw_3603,"13603",52310.60307160000
"3454","3607",metw_3607,"13607",115599.72758399999
"3455","3601",metw_3601,"13601",142160.34372199999
"3457","3606",metw_3606,"13606",48167.38714060000
"3458","3604",metw_3604,"13604",142690.75542300000
"3459","3608",metw_3608,"13608",687431.57889200002
"3464","3611",metw_3611,"13611",48729.82369930000
"3466","3614",metw_3614,"13614",115261.46502700000
"3472","3622",metw_3622,"13622",143401.30694700000
"3474","3619",metw_3619,"13619",3454.68149614000
"3476","3626",metw_3626,"13626",49172.16704270000
"3477","3649",metw_3649,"13649",115221.43395500000
"3486","3651",metw_3651,"13651",151639.70152300000
"3487","3661",metw_3661,"13661",155112.39700200001
"3488","3632",metw_3632,"13632",9923.70269865000
"3489","3635",metw_3635,"13635",9693.52403581000
"3491","3633",metw_3633,"13633",8428.54216700000
"3492","3638",metw_3638,"13638",8234.39146878000
"3493","3640",metw_3640,"13640",2065.60330476000
"3495","3643",metw_3643,"13643",3808.95648155000
"3496","3644",metw_3644,"13644",49536.44979600000
"3498","3650",metw_3650,"13650",143663.51046799999
"3499","3652",metw_3652,"13652",155586.76520200001
"3502","3637",metw_3637,"13637",8766.80472369000
"3504","3639",metw_3639,"13639",7738.00617849000
"3505","3641",metw_3641,"13641",5626.36714116000
"3510","3653",metw_3653,"13653",155895.00445499999
"3511","3662",metw_3662,"13662",687967.99525399995
"3513","3655",metw_3655,"13655",10650.26665180000
"3515","3665",metw_3665,"13665",5240.06729832000
"3518","3694",metw_3694,"13694",17077.25522890000
"3519","3699",metw_3699,"13699",113384.00775999999
"3520","3743",metw_3743,"13743",7916.14444799000
"3521","3658",metw_3658,"13658",152366.26547600000
"3522","3677",metw_3677,"13677",156997.86048300000
"3523","3663",metw_3663,"13663",52682.89203930000
"3526","3674",metw_3674,"13674",11108.62242390000
"3528","3667",metw_3667,"13667",4337.36662928000
"3529","3684",metw_3684,"13684",113994.48160499999
"3534","3675",metw_3675,"13675",4669.62452520000
"3535","3680",metw_3680,"13680",66827.87125900001
"3537","3683",metw_3683,"13683",113642.20817300001
"3539","3687",metw_3687,"13687",2103.63282297000
"3541","3689",metw_3689,"13689",53689.67349500000
"3544","3715",metw_3715,"13715",2129.65301964000
"3548","3698",metw_3698,"13698",5700.42462399000
"3550","3762",metw_3762,"13762",16746.99888660000
"3554","3707",metw_3707,"13707",67140.11361910000
"3555","3703",metw_3703,"13703",12779.91967140000
"3558","3726",metw_3726,"13726",83662.93850360000
"3559","3789",metw_3789,"13789",23702.39761140000
"3560","3711",metw_3711,"13711",54198.06810690000
"3561","3713",metw_3713,"13713",67384.30315700000
"3563","3718",metw_3718,"13718",2425.88295094000
"3566","3730",metw_3730,"13730",13474.45876710000
"3567","3722",metw_3722,"13722",12976.07192320000
"3571","3729",metw_3729,"13729",845190.02974000003
"3575","3732",metw_3732,"13732",9705.53335735000
"3576","3870",metw_3870,"13870",8620.69131163000
"3577","3736",metw_3736,"13736",83042.45689070001
"3580","3747",metw_3747,"13747",9203.14340629000
"3585","3738",metw_3738,"13738",76789.60347590000
"3587","3741",metw_3741,"13741",82596.11044020001
"3588","3744",metw_3744,"13744",2650.05695301000
"3591","3751",metw_3751,"13751",82289.87274090000
"3592","3748",metw_3748,"13748",846048.69623000000
"3593","3753",metw_3753,"13753",8322.45982674000
"3596","3772",metw_3772,"13772",6164.78505684000
"3600","3749",metw_3749,"13749",10568.20295460000
"3601","3750",metw_3750,"13750",77057.81165690000
"3606","3769",metw_3769,"13769",7601.90053438000
"3607","3788",metw_3788,"13788",4943.83736701000
"3608","3754",metw_3754,"13754",77291.99342699999
"3609","3765",metw_3765,"13765",80470.46052769999
"3610","3757",metw_3757,"13757",81325.12391060000
"3611","3759",metw_3759,"13759",846372.94791100000
"3613","3761",metw_3761,"13761",16008.42561190000
"3615","3853",metw_3853,"13853",2842.20609764000
"3620","3775",metw_3775,"13775",3568.77005076000
"3625","3780",metw_3780,"13780",846559.09239500004
"3627","3777",metw_3777,"13777",7135.53854794000
"3630","3844",metw_3844,"13844",5212.04554806000
"3631","3786",metw_3786,"13786",3816.96269591000
"3632","3782",metw_3782,"13782",6671.17811508000
"3634","3878",metw_3878,"13878",2780.15793635000
"3638","3826",metw_3826,"13826",3308.56808408000
"3640","3795",metw_3795,"13795",850448.11101999995
"3641","3797",metw_3797,"13797",68254.97896860000
"3644","3817",metw_3817,"13817",4631.59500699000
"3647","3827",metw_3827,"13827",22967.82744390000
"3653","3821",metw_3821,"13821",851362.82101099996
"3655","3813",metw_3813,"13813",68927.50097480000
"3666","3819",metw_3819,"13819",851096.61438299995
"3667","3829",metw_3829,"13829",851731.10687100003
"3670","3840",metw_3840,"13840",3820.96580309000
"3673","3866",metw_3866,"13866",2011.56135783000
"3676","3835",metw_3835,"13835",22167.20600800000
"3677","3896",metw_3896,"13896",2638.04763147000
"3678","3836",metw_3836,"13836",851873.21717600001
"3684","3854",metw_3854,"13854",21927.01957720000
"3686","3903",metw_3903,"13903",3552.75762204000
"3689","3872",metw_3872,"13872",3382.62556690000
"3691","3849",metw_3849,"13849",852025.33524900000
"3694","3857",metw_3857,"13857",3140.43758253000
"3698","3860",metw_3860,"13860",2479.92489787000
"3700","3950",metw_3950,"13950",10856.42667150000
"3701","3879",metw_3879,"13879",10946.49658310000
"3703","3864",metw_3864,"13864",3270.53856587000
"3704","3868",metw_3868,"13868",9315.23040732000
"3714","3892",metw_3892,"13892",7976.19105569000
"3716","3924",metw_3924,"13924",3408.64576357000
"3720","4015",metw_4015,"14015",4437.44430877000
"3722","3887",metw_3887,"13887",2425.88295094000
"3725","3881",metw_3881,"13881",852363.59780600003
"3731","3891",metw_3891,"13891",9739.55976838000
"3735","3936",metw_3936,"13936",10502.15168610000
"3740","3899",metw_3899,"13899",2077.61262630000
"3741","3906",metw_3906,"13906",7277.64885282000
"3749","3905",metw_3905,"13905",70530.74540030000
"3753","3934",metw_3934,"13934",2870.22784789000
"3757","3919",metw_3919,"13919",6939.38629613000
"3760","3915",metw_3915,"13915",853426.42276200000
"3769","3940",metw_3940,"13940",6583.10975713000
"3774","3926",metw_3926,"13926",71665.62628580000
"3776","4031",metw_4031,"14031",2702.09734634000
"3786","3948",metw_3948,"13948",2247.74468144000
"3788","3951",metw_3951,"13951",9887.67473403000
"3792","3991",metw_3991,"13991",5784.48987476000
"3804","3984",metw_3984,"13984",9739.55976838000
"3807","4033",metw_4033,"14033",8722.77054471000
"3812","3972",metw_3972,"13972",10516.16256130000
"3815","3979",metw_3979,"13979",4407.42100492000
"3816","3980",metw_3980,"13980",2351.82546811000
"3829","3998",metw_3998,"13998",925646.47939200001
"3833","4005",metw_4005,"14005",9419.31119399000
"3837","4018",metw_4018,"14018",4959.84979573000
"3843","4011",metw_4011,"14011",8080.27184236000
"3847","4107",metw_4107,"14107",7715.98908900000
"3849","4019",metw_4019,"14019",3206.48885099000
"3851","4134",metw_4134,"14134",3030.35213508000
"3853","4026",metw_4026,"14026",11330.79487230000
"3866","4095",metw_4095,"14095",7539.85237309000
"3872","4045",metw_4045,"14045",926453.10548899998
"3881","4066",metw_4066,"14066",5166.00981549000
"3888","4067",metw_4067,"14067",926783.36183099996
"3898","4073",metw_4073,"14073",11821.17550190000
"3904","4083",metw_4083,"14083",10025.78193170000
"3908","4077",metw_4077,"14077",22089.14541800000
"3911","4080",metw_4080,"14080",22775.67829930000
"3912","4082",metw_4082,"14082",22475.44526080000
"3914","4096",metw_4096,"14096",7972.18794851000
"3919","4090",metw_4090,"14090",932061.45864800003
"3921","4092",metw_4092,"14092",23336.11330450000
"3922","4123",metw_4123,"14123",2005.55669706000
"3927","4132",metw_4132,"14132",7251.62865615000
"3929","4101",metw_4101,"14101",6743.23404432000
"3932","4110",metw_4110,"14110",6585.11131072000
"3937","4108",metw_4108,"14108",23912.56073830000
"3940","4204",metw_4204,"14204",6340.92177275000
"3948","4127",metw_4127,"14127",5978.64057298000
"3951","4122",metw_4122,"14122",932770.00861899997
"3957","4135",metw_4135,"14135",933724.74968100002
"3958","4136",metw_4136,"14136",24460.98642200000
"3961","4140",metw_4140,"14140",5550.30810475000
"3963","4148",metw_4148,"14148",5133.98495805000
"3971","4144",metw_4144,"14144",958309.83242500003
"3972","4145",metw_4145,"14145",4997.87931394000
"3974","4198",metw_4198,"14198",2357.83012888000
"3979","4165",metw_4165,"14165",4731.67268649000
"3980","4170",metw_4170,"14170",4475.47382698000
"3983","4157",metw_4157,"14157",2385.85187914000
"3990","4164",metw_4164,"14164",960941.87539599999
"3993","4185",metw_4185,"14185",4355.38061159000
"4000","4190",metw_4190,"14190",4047.14135875000
"4001","4179",metw_4179,"14179",2782.15948994000
"4002","4181",metw_4181,"14181",961888.61024399998
"4006","4183",metw_4183,"14183",2592.01189890000
"4012","4184",metw_4184,"14184",961954.66151300003
"4013","4186",metw_4186,"14186",2938.28066995000
"4014","4193",metw_4193,"14193",2594.01345249000
"4022","4220",metw_4220,"14220",3554.75917563000
"4026","4199",metw_4199,"14199",2351.82546811000
"4038","4265",metw_4265,"14265",4817.73949085000
"4042","4214",metw_4214,"14214",964800.87071699998
"4051","4224",metw_4224,"14224",2045.58776886000
"4053","4226",metw_4226,"14226",2960.29775944000
"4054","4232",metw_4232,"14232",2810.18124020000
"4056","4228",metw_4228,"14228",3736.90055231000
"4057","4233",metw_4233,"14233",3308.56808408000
"4061","4234",metw_4234,"14234",3438.66906742000
"4064","4240",metw_4240,"14240",2195.70428810000
"4066","4239",metw_4239,"14239",965175.16123900004
"4072","4257",metw_4257,"14257",968085.42015799996
"4074","4261",metw_4261,"14261",9789.59860812000
"4077","4248",metw_4248,"14248",965475.39427699998
"4080","4251",metw_4251,"14251",6066.70893094000
"4081","4256",metw_4256,"14256",968281.57241000002
"4082","4292",metw_4292,"14292",2451.90314761000
"4086","4271",metw_4271,"14271",3236.51215484000
"4095","4272",metw_4272,"14272",12377.60739980000
"4096","4273",metw_4273,"14273",2828.19522251000
"4102","4269",metw_4269,"14269",2533.96684479000
"4103","4270",metw_4270,"14270",2784.16104353000
"4107","4328",metw_4328,"14328",3554.75917563000
"4113","4282",metw_4282,"14282",968615.83186000003
"4114","4283",metw_4283,"14283",2109.63748374000
"4118","4291",metw_4291,"14291",3838.97978540000
"4122","4293",metw_4293,"14293",15353.91758800000
"4133","4311",metw_4311,"14311",15602.11023310000
"4135","4312",metw_4312,"14312",16272.63068580000
"4141","4318",metw_4318,"14318",5031.90572497000
"4142","4317",metw_4317,"14317",18448.31943800000
"4143","4322",metw_4322,"14322",969414.45174199995
"4147","4324",metw_4324,"14324",23560.28730650000
"4153","4334",metw_4334,"14334",969728.69565600005
"4154","4366",metw_4366,"14366",7121.52767281000
"4160","4339",metw_4339,"14339",2181.69341297000
"4161","4342",metw_4342,"14342",24008.63531070000
"4163","4348",metw_4348,"14348",2347.82236093000
"4164","4349",metw_4349,"14349",976928.28391899995
"4167","4382",metw_4382,"14382",2043.58621527000
"4172","4355",metw_4355,"14355",979326.14511899999
"4186","4371",metw_4371,"14371",6491.03829199000
"4193","4381",metw_4381,"14381",5684.41219527000
"4197","4386",metw_4386,"14386",5566.32053347000
"4200","4393",metw_4393,"14393",5376.17294243000
"4209","4399",metw_4399,"14399",980024.68732200004
"4211","4432",metw_4432,"14432",4751.68822238000
"4223","4412",metw_4412,"14412",980352.94211099995
"4227","4411",metw_4411,"14411",25784.01334490000
"4232","4418",metw_4418,"14418",2584.00568454000
"4243","4433",metw_4433,"14433",2147.66700195000
"4250","4439",metw_4439,"14439",2964.30086662000
"4253","4445",metw_4445,"14445",4279.32157517000
"4256","4444",metw_4444,"14444",1006593.30966999999
"4257","4446",metw_4446,"14446",3844.98444617000
"4259","4447",metw_4447,"14447",1007580.07559000002
"4265","4454",metw_4454,"14454",2900.25115174000
"4266","4455",metw_4455,"14455",2397.86120068000
"4267","4456",metw_4456,"14456",1008388.70323999994
"4270","4488",metw_4488,"14488",5041.91349292000
"4271","4458",metw_4458,"14458",3482.70324640000
"4276","4465",metw_4465,"14465",7579.88344489000
"4277","4475",metw_4475,"14475",10860.42977870000
"4278","4466",metw_4466,"14466",14545.28993770000
"4285","4470",metw_4470,"14470",7982.19571646000
"4286","4472",metw_4472,"14472",8146.32311083000
"4287","4473",metw_4473,"14473",9729.55200043000
"4296","4483",metw_4483,"14483",1008742.97823000001
"4305","4495",metw_4495,"14495",4115.19418080000
"4307","4497",metw_4497,"14497",1009203.33556000004
"4316","4557",metw_4557,"14557",2305.78973555000
"4317","4506",metw_4506,"14506",15271.85389080000
"4319","4518",metw_4518,"14518",13262.29408660000
"4320","4507",metw_4507,"14507",28554.16351330000
"4323","4509",metw_4509,"14509",28898.43073070000
"4324","4513",metw_4513,"14513",1009759.76745000004
"4327","4516",metw_4516,"14516",3414.65042434000
"4328","4519",metw_4519,"14519",29096.58453610000
"4333","4525",metw_4525,"14525",13000.09056630000
"4338","4527",metw_4527,"14527",1010564.39199999999
"4342","4530",metw_4530,"14530",12623.79849140000
"4343","4531",metw_4531,"14531",30143.39706370000
"4346","4540",metw_4540,"14540",12469.67886500000
"4347","4533",metw_4533,"14533",30491.66738830000
"4360","4567",metw_4567,"14567",12049.35261110000
"4361","4562",metw_4562,"14562",1011118.82233999996
"4365","4554",metw_4554,"14554",4043.13825157000
"4367","4556",metw_4556,"14556",2810.18124020000
"4375","4564",metw_4564,"14564",4467.46761262000
"4380","4568",metw_4568,"14568",31196.21425190000
"4383","4586",metw_4586,"14586",11234.72030000000
"4384","4577",metw_4577,"14577",5740.45569579000
"4385","4575",metw_4575,"14575",1012373.79643999995
"4387","4578",metw_4578,"14578",37112.80666360000
"4389","4591",metw_4591,"14591",56872.14370300000
"4390","4581",metw_4581,"14581",3690.86481975000
"4395","4587",metw_4587,"14587",5450.23042525000
"4401","4601",metw_4601,"14601",10640.25888380000
"4402","4594",metw_4594,"14594",5208.04244088000
"4403","4588",metw_4588,"14588",37751.30225880000
"4406","4593",metw_4593,"14593",2890.24338379000
"4407","4595",metw_4595,"14595",38301.72949600000
"4410","4599",metw_4599,"14599",4945.83892060000
"4411","4597",metw_4597,"14597",38521.90039090000
"4412","4630",metw_4630,"14630",17967.94657640000
"4414","4603",metw_4603,"14603",1073080.91681999993
"4415","4620",metw_4620,"14620",4787.71618700000
"4418","4606",metw_4606,"14606",3076.38786765000
"4419","4608",metw_4608,"14608",10071.81766430000
"4426","4619",metw_4619,"14619",9697.52714299000
"4427","4614",metw_4614,"14614",1073559.28813000000
"4435","4631",metw_4631,"14631",5456.23508602000
"4438","4633",metw_4633,"14633",8960.95542191000
"4440","4639",metw_4639,"14639",3812.95958873000
"4442","4629",metw_4629,"14629",17529.60634020000
"4443","4634",metw_4634,"14634",1074277.84587000008
"4445","4636",metw_4636,"14636",3484.70479999000
"4448","4645",metw_4645,"14645",7177.57117332000
"4449","4656",metw_4656,"14656",16879.10142350000
"4457","4649",metw_4649,"14649",6809.28531279000
"4458","4672",metw_4672,"14672",3202.48574381000
"4464","4650",metw_4650,"14650",1074590.08823000011
"4468","4681",metw_4681,"14681",6581.10820354000
"4469","4660",metw_4660,"14660",1074784.23892999999
"4472","4706",metw_4706,"14706",16392.72390120000
"4480","4674",metw_4674,"14674",1075082.47041000007
"4483","4677",metw_4677,"14677",10644.26199100000
"4487","4691",metw_4691,"14691",2331.80993221000
"4493","4692",metw_4692,"14692",5668.39976655000
"4504","4705",metw_4705,"14705",5298.11235242000
"4512","4701",metw_4701,"14701",2594.01345249000
"4516","4710",metw_4710,"14710",3068.38165329000
"4522","4748",metw_4748,"14748",2079.61417989000
"4523","4721",metw_4721,"14721",15313.88651620000
"4530","4722",metw_4722,"14722",1076279.39945999999
"4534","4734",metw_4734,"14734",14923.58356620000
"4536","4728",metw_4728,"14728",8380.50488084000
"4537","4729",metw_4729,"14729",11268.74671100000
"4538","4730",metw_4730,"14730",2113.64059092000
"4541","4735",metw_4735,"14735",8174.34486109000
"4544","4738",metw_4738,"14738",7812.06366132000
"4550","4759",metw_4759,"14759",14537.28372330000
"4551","4744",metw_4744,"14744",1085870.84425999993
"4555","4755",metw_4755,"14755",7611.90830233000
"4562","4756",metw_4756,"14756",1086283.16430000006
"4565","4764",metw_4764,"14764",7275.64729923000
"4567","4768",metw_4768,"14768",5506.27392577000
"4570","4769",metw_4769,"14769",8852.87152806000
"4571","4774",metw_4774,"14774",6989.42513588000
"4574","4771",metw_4771,"14771",13602.55819690000
"4580","4819",metw_4819,"14819",8628.69752599000
"4585","4785",metw_4785,"14785",4565.54373853000
"4587","4792",metw_4792,"14792",6014.66853760000
"4589","4786",metw_4786,"14786",1086631.43463000003
"4593","4803",metw_4803,"14803",4297.33555748000
"4596","4793",metw_4793,"14793",1088440.83906999999
"4601","4811",metw_4811,"14811",1092395.90896999999
"4602","4796",metw_4796,"14796",1092726.16531000007
"4603","4827",metw_4827,"14827",4583.55772083000
"4606","4801",metw_4801,"14801",14989.63483460000
"4608","4805",metw_4805,"14805",3242.51681561000
"4609","4806",metw_4806,"14806",15175.77931850000
"4611","4815",metw_4815,"14815",3792.94405283000
"4614","4810",metw_4810,"14810",1090646.55113000004
"4615","4816",metw_4816,"14816",1093316.62361999997
"4620","4817",metw_4817,"14817",1112895.82083000010
"4622","4825",metw_4825,"14825",3476.69858563000
"4627","4824",metw_4824,"14824",2634.04452429000
"4628","4855",metw_4855,"14855",8144.32155724000
"4639","4853",metw_4853,"14853",3985.09319746000
"4657","4861",metw_4861,"14861",3738.90210590000
"4658","4870",metw_4870,"14870",7337.69546051000
"4666","4878",metw_4878,"14878",3372.61779895000
"4667","4868",metw_4868,"14868",1113526.31021000003
"4672","4874",metw_4874,"14874",6649.16102559000
"4674","4872",metw_4872,"14872",1113772.50130999996
"4677","4882",metw_4882,"14882",6445.00255943000
"4679","4891",metw_4891,"14891",2962.29931303000
"4684","4885",metw_4885,"14885",6106.74000274000
"4688","4889",metw_4889,"14889",1114136.78405999998
"4690","4896",metw_4896,"14896",5846.53803605000
"4694","4907",metw_4907,"14907",2161.67787707000
"4697","4895",metw_4895,"14895",3456.68304973000
"4701","4906",metw_4906,"14906",2237.73691349000
"4702","4903",metw_4903,"14903",1115117.54532000003
"4704","4905",metw_4905,"14905",1116080.29258999997
"4708","4911",metw_4911,"14911",1116270.44018999999
"4724","4928",metw_4928,"14928",1116846.88761999994
"4741","4946",metw_4946,"14946",7830.07764363000
"4743","4948",metw_4948,"14948",1117359.28533999994
"4755","4972",metw_4972,"14972",6979.41736793000
"4756","4956",metw_4956,"14956",8594.67111496000
"4757","4962",metw_4962,"14962",9519.38887349000
"4762","4969",metw_4969,"14969",4777.70841905000
"4767","4966",metw_4966,"14966",2205.71205605000
"4768","4968",metw_4968,"14968",2626.03830993000
"4769","4970",metw_4970,"14970",4965.85445650000
"4770","4971",metw_4971,"14971",5818.51628579000
"4771","4973",metw_4973,"14973",1117699.54945000005
"4775","4976",metw_4976,"14976",10199.91709400000
"4793","4994",metw_4994,"14994",1128257.74463999993
"4795","5044",metw_5044,"15044",15786.25316340000
"4800","5001",metw_5001,"15001",1146812.14641000004
"4802","5005",metw_5005,"15005",1148253.26499999990
"4804","5017",metw_5017,"15017",1146195.66791000008
"4807","5014",metw_5014,"15014",1147993.06303000008
"4811","5016",metw_5016,"15016",1144894.65806999989
"4812","5021",metw_5021,"15021",1150222.79373000003
"4814","5018",metw_5018,"15018",1147264.49751999998
"4816","5019",metw_5019,"15019",1145497.12569999998
"4818","5022",metw_5022,"15022",1151617.87657999992
"4823","5030",metw_5030,"15030",1151952.13602999994
"4832","5038",metw_5038,"15038",1152606.64406000008
"4838","5057",metw_5057,"15057",11068.59135210000
"4839","5081",metw_5081,"15081",3832.97512463000
"4844","5052",metw_5052,"15052",1154181.86672999989
"4845","5054",metw_5054,"15054",1154946.46020000009
"4851","5073",metw_5073,"15073",8648.71306189000
"4856","5092",metw_5092,"15092",2097.62816220000
"4857","5064",metw_5064,"15064",1155288.72586999997
"4858","5066",metw_5066,"15066",4037.13359080000
"4859","5062",metw_5062,"15062",4359.38371877000
"4862","5085",metw_5085,"15085",6819.29308073000
"4864","5070",metw_5070,"15070",2153.67166272000
"4865","5071",metw_5071,"15071",2750.13463250000
"4870","5090",metw_5090,"15090",1163659.22298000008
"4871","5074",metw_5074,"15074",1163833.35813999991
"4873","5079",metw_5079,"15079",4759.69443674000
"4874","5080",metw_5080,"15080",4945.83892060000
"4875","5077",metw_5077,"15077",7221.60535230000
"4878","5101",metw_5101,"15101",2001.55358988000
"4882","5124",metw_5124,"15124",2916.26358046000
"4883","5089",metw_5089,"15089",1162682.46482999995
"4886","5112",metw_5112,"15112",5782.48832117000
"4908","5121",metw_5121,"15121",5422.20867500000
"4918","5143",metw_5143,"15143",4491.48625570000
"4936","5149",metw_5149,"15149",3919.04192899000
"4940","5160",metw_5160,"15160",3396.63644203000
"4947","5165",metw_5165,"15165",2752.13618609000
"4950","5166",metw_5166,"15166",2225.72759195000
"13","12",okan_12,"40012",2409.87052222000
"17","16",okan_16,"40016",3584.78247948000
"19","20",okan_20,"40020",4185.24855645000
"21","22",okan_22,"40022",4529.51577391000
"27","28",okan_28,"40028",5766.47589246000
"33","34",okan_34,"40034",14509.26197310000
"40","45",okan_45,"40045",14697.40801050000
"51","53",okan_53,"40053",6178.79593197000
"53","55",okan_55,"40055",15652.14907290000
"54","56",okan_56,"40056",16899.11695940000
"63","66",okan_66,"40066",18136.07707790000
"67","67",okan_67,"40067",18342.23709770000
"81","84",okan_84,"40084",7167.56340537000
"84","88",okan_88,"40088",9131.08747705000
"89","109",okan_109,"40109",2005.55669706000
"94","96",okan_96,"40096",18722.53227980000
"95","97",okan_97,"40097",3202.48574381000
"98","102",okan_102,"40102",22237.26038360000
"99","100",okan_100,"40100",21935.02579150000
"104","107",okan_107,"40107",3076.38786765000
"115","118",okan_118,"40118",10950.49969030000
"119","125",okan_125,"40125",23890.54364890000
"132","138",okan_138,"40138",25816.03820230000
"133","139",okan_139,"40139",3472.69547845000
"139","147",okan_147,"40147",26196.33338440000
"146","156",okan_156,"40156",12047.35105750000
"148","157",okan_157,"40157",3993.09941182000
"151","161",okan_161,"40161",12325.56700650000
"153","163",okan_163,"40163",26418.50583290000
"161","172",okan_172,"40172",27008.96414190000
"168","179",okan_179,"40179",4529.51577391000
"177","247",okan_247,"40247",4165.23302055000
"179","190",okan_190,"40190",4735.67579367000
"188","200",okan_200,"40200",4857.77056265000
"191","204",okan_204,"40204",27725.52032710000
"192","205",okan_205,"40205",5662.39510578000
"208","223",okan_223,"40223",33506.00709470000
"217","229",okan_229,"40229",34044.42501030000
"219","232",okan_232,"40232",12741.89015320000
"228","244",okan_244,"40244",6008.66387683000
"232","248",okan_248,"40248",3272.54011946000
"233","272",okan_272,"40272",12453.66643630000
"239","252",okan_252,"40252",2301.78662837000
"242","254",okan_254,"40254",22051.11589980000
"244","257",okan_257,"40257",18514.37070640000
"247","265",okan_265,"40265",6621.13927534000
"248","259",okan_259,"40259",2229.73069913000
"250","263",okan_263,"40263",2419.87829017000
"251","282",okan_282,"40282",21282.51932120000
"253","267",okan_267,"40267",35201.32298530000
"256","264",okan_264,"40264",22267.28368750000
"257","266",okan_266,"40266",2876.23250866000
"260","279",okan_279,"40279",3528.73897897000
"261","273",okan_273,"40273",8704.75656241000
"264","276",okan_276,"40276",19014.75910390000
"265","277",okan_277,"40277",3378.62245972000
"267","283",okan_283,"40283",2069.60641194000
"269","339",okan_339,"40339",2533.96684479000
"270","287",okan_287,"40287",13542.51158920000
"273","289",okan_289,"40289",24789.24121070000
"277","363",okan_363,"40363",3012.33815278000
"284","291",okan_291,"40291",36248.13551280000
"289","299",okan_299,"40299",36602.41049820000
"294","305",okan_305,"40305",25589.86264670000
"318","320",okan_320,"40320",2928.27290200000
"323","335",okan_335,"40335",13960.83628940000
"324","337",okan_337,"40337",25806.03043440000
"330","342",okan_342,"40342",38113.58345860000
"333","353",okan_353,"40353",26612.65653110000
"335","409",okan_409,"40409",2135.65768041000
"337","348",okan_348,"40348",3454.68149614000
"346","361",okan_361,"40361",26844.83674750000
"348","364",okan_364,"40364",3684.86015898000
"349","378",okan_378,"40378",7419.75915770000
"350","358",okan_358,"40358",7653.94092772000
"352","367",okan_367,"40367",27131.05891090000
"356","365",okan_365,"40365",2930.27445559000
"358","371",okan_371,"40371",2257.75244939000
"361","375",okan_375,"40375",38728.06041070000
"365","376",okan_376,"40376",2567.99325582000
"366","391",okan_391,"40391",10171.89534380000
"368","400",okan_400,"40400",2365.83634324000
"369","377",okan_377,"40377",6771.25579458000
"370","382",okan_382,"40382",12601.78140190000
"372","384",okan_384,"40384",3036.35679585000
"373","386",okan_386,"40386",27471.32302120000
"379","392",okan_392,"40392",12807.94142170000
"380","393",okan_393,"40393",14461.22468690000
"381","396",okan_396,"40396",38934.22043040000
"383","398",okan_398,"40398",4525.51266673000
"391","406",okan_406,"40406",39122.36646790000
"394","408",okan_408,"40408",27837.60732810000
"396","491",okan_491,"40491",2145.66544836000
"397","427",okan_427,"40427",2241.74002067000
"400","415",okan_415,"40415",39686.80458020000
"404","421",okan_421,"40421",2335.81303939000
"408","425",okan_425,"40425",4901.80474163000
"428","438",okan_438,"40438",27909.66325730000
"432","442",okan_442,"40442",39945.00499330000
"437","455",okan_455,"40455",3324.58051280000
"442","462",okan_462,"40462",30563.72331750000
"452","471",okan_471,"40471",3808.95648155000
"461","481",okan_481,"40481",40923.76469880000
"465","487",okan_487,"40487",4025.12426926000
"472","493",okan_493,"40493",2089.62194784000
"474","495",okan_495,"40495",29442.85330720000
"480","518",okan_518,"40518",3883.01396438000
"484","499",okan_499,"40499",4211.26875312000
"488","504",okan_504,"40504",33485.99155880000
"491","508",okan_508,"40508",41338.08629190000
"492","509",okan_509,"40509",5660.39355219000
